configName      Platooning
iniFile         omnetpp.ini
processID       3568
runID           Platooning-0-20191231-13:17:57-3568
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-12-31 13:17:57.655
endDateTime     2019-12-31 13:18:11.655
duration        0 hour, 0 minute, 13 second


index     timeStamp   vehid               emissionclass       co2                 co                  hc                  nox                 
306       30.40       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
306       30.40       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
306       30.40       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
306       30.40       flow1.4             HBEFA3/PC_G_EU4     27590.01            514.39              3.03                12.28               
306       30.40       flow1.5             HBEFA3/HDV          47143.06            58.69               0.00                385.05              
306       30.40       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
306       30.40       veh                 HBEFA3/PC_G_EU4     15409.41            241.81              1.48                6.66                
306       30.40       veh.1               HBEFA3/PC_G_EU4     12371.30            206.74              1.24                5.46                
306       30.40       veh.2               HBEFA3/PC_G_EU4     8278.54             131.60              0.80                3.56                
306       30.40       veh.3               HBEFA3/PC_G_EU4     6877.33             105.80              0.65                2.91                
306       30.40       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
306       30.40       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
306       30.40       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
306       30.40       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                

307       30.50       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
307       30.50       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
307       30.50       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
307       30.50       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
307       30.50       flow1.4             HBEFA3/PC_G_EU4     27920.63            523.07              3.08                12.43               
307       30.50       flow1.5             HBEFA3/HDV          48026.67            59.66               0.00                391.72              
307       30.50       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
307       30.50       veh                 HBEFA3/PC_G_EU4     15558.69            245.12              1.50                6.73                
307       30.50       veh.1               HBEFA3/PC_G_EU4     12628.59            210.02              1.26                5.58                
307       30.50       veh.2               HBEFA3/PC_G_EU4     8393.89             132.41              0.80                3.61                
307       30.50       veh.3               HBEFA3/PC_G_EU4     7052.20             108.08              0.66                2.99                
307       30.50       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
307       30.50       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
307       30.50       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
307       30.50       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                

308       30.60       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
308       30.60       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
308       30.60       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
308       30.60       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
308       30.60       flow1.4             HBEFA3/PC_G_EU4     28252.66            531.86              3.13                12.58               
308       30.60       flow1.5             HBEFA3/HDV          48910.28            60.63               0.00                398.39              
308       30.60       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
308       30.60       veh                 HBEFA3/PC_G_EU4     15708.60            248.49              1.52                6.80                
308       30.60       veh.1               HBEFA3/PC_G_EU4     12887.29            213.39              1.29                5.69                
308       30.60       veh.2               HBEFA3/PC_G_EU4     8509.88             133.27              0.81                3.66                
308       30.60       veh.3               HBEFA3/PC_G_EU4     7083.08             107.42              0.66                3.00                
308       30.60       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
308       30.60       veh1.1              HBEFA3/PC_G_EU4     3169.74             0.00                0.03                0.95                
308       30.60       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
308       30.60       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                

309       30.70       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
309       30.70       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
309       30.70       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
309       30.70       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
309       30.70       flow1.4             HBEFA3/PC_G_EU4     28586.10            540.76              3.18                12.73               
309       30.70       flow1.5             HBEFA3/HDV          49793.89            61.59               0.00                405.06              
309       30.70       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
309       30.70       veh                 HBEFA3/PC_G_EU4     15859.14            251.89              1.54                6.86                
309       30.70       veh.1               HBEFA3/PC_G_EU4     13147.40            216.88              1.31                5.81                
309       30.70       veh.2               HBEFA3/PC_G_EU4     8626.49             134.17              0.82                3.71                
309       30.70       veh.3               HBEFA3/PC_G_EU4     7015.37             104.78              0.64                2.96                
309       30.70       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
309       30.70       veh1.1              HBEFA3/PC_G_EU4     3169.75             0.00                0.03                0.95                
309       30.70       veh1.2              HBEFA3/PC_G_EU4     3169.76             0.00                0.03                0.95                
309       30.70       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                

310       30.80       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
310       30.80       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
310       30.80       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
310       30.80       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
310       30.80       flow1.4             HBEFA3/PC_G_EU4     28920.95            549.76              3.23                12.88               
310       30.80       flow1.5             HBEFA3/HDV          50677.50            62.56               0.00                411.73              
310       30.80       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
310       30.80       veh                 HBEFA3/PC_G_EU4     16010.30            255.35              1.56                6.93                
310       30.80       veh.1               HBEFA3/PC_G_EU4     13408.92            220.46              1.33                5.92                
310       30.80       veh.2               HBEFA3/PC_G_EU4     8743.73             135.12              0.83                3.76                
310       30.80       veh.3               HBEFA3/PC_G_EU4     6894.22             101.12              0.62                2.90                
310       30.80       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
310       30.80       veh1.1              HBEFA3/PC_G_EU4     3169.76             0.00                0.03                0.95                
310       30.80       veh1.2              HBEFA3/PC_G_EU4     3169.86             0.00                0.03                0.95                
310       30.80       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                

311       30.90       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
311       30.90       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
311       30.90       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
311       30.90       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
311       30.90       flow1.4             HBEFA3/PC_G_EU4     29257.22            558.86              3.28                13.03               
311       30.90       flow1.5             HBEFA3/HDV          51561.11            63.52               0.00                418.40              
311       30.90       flow1.6             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
311       30.90       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
311       30.90       veh                 HBEFA3/PC_G_EU4     16162.09            258.85              1.58                7.00                
311       30.90       veh.1               HBEFA3/PC_G_EU4     13671.86            224.15              1.35                6.04                
311       30.90       veh.2               HBEFA3/PC_G_EU4     8861.60             136.12              0.83                3.81                
311       30.90       veh.3               HBEFA3/PC_G_EU4     6761.46             97.28               0.60                2.84                
311       30.90       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
311       30.90       veh1.1              HBEFA3/PC_G_EU4     3169.76             0.00                0.03                0.95                
311       30.90       veh1.2              HBEFA3/PC_G_EU4     3169.94             0.00                0.03                0.95                
311       30.90       veh1.3              HBEFA3/PC_G_EU4     3169.88             0.00                0.03                0.95                

312       31.00       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
312       31.00       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
312       31.00       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
312       31.00       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
312       31.00       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
312       31.00       flow1.5             HBEFA3/HDV          52444.72            64.49               0.00                425.07              
312       31.00       flow1.6             HBEFA3/PC_G_EU4     2821.10             163.56              0.81                1.29                
312       31.00       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
312       31.00       veh                 HBEFA3/PC_G_EU4     16314.51            262.40              1.60                7.06                
312       31.00       veh.1               HBEFA3/PC_G_EU4     13936.21            227.95              1.38                6.16                
312       31.00       veh.2               HBEFA3/PC_G_EU4     8980.10             137.16              0.84                3.86                
312       31.00       veh.3               HBEFA3/PC_G_EU4     6652.95             94.00               0.59                2.78                
312       31.00       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
312       31.00       veh1.1              HBEFA3/PC_G_EU4     3169.76             0.00                0.03                0.95                
312       31.00       veh1.2              HBEFA3/PC_G_EU4     3169.99             0.00                0.03                0.95                
312       31.00       veh1.3              HBEFA3/PC_G_EU4     3170.24             0.00                0.03                0.95                

313       31.10       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
313       31.10       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
313       31.10       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
313       31.10       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
313       31.10       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
313       31.10       flow1.5             HBEFA3/HDV          53328.33            65.46               0.00                431.74              
313       31.10       flow1.6             HBEFA3/PC_G_EU4     3018.90             162.44              0.81                1.37                
313       31.10       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
313       31.10       veh                 HBEFA3/PC_G_EU4     16467.56            265.99              1.62                7.13                
313       31.10       veh.1               HBEFA3/PC_G_EU4     14201.97            231.85              1.40                6.27                
313       31.10       veh.2               HBEFA3/PC_G_EU4     9099.22             138.25              0.85                3.91                
313       31.10       veh.3               HBEFA3/PC_G_EU4     6596.69             91.84               0.58                2.75                
313       31.10       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
313       31.10       veh1.1              HBEFA3/PC_G_EU4     3169.76             0.00                0.03                0.95                
313       31.10       veh1.2              HBEFA3/PC_G_EU4     3170.02             0.00                0.03                0.95                
313       31.10       veh1.3              HBEFA3/PC_G_EU4     3170.53             0.00                0.03                0.95                

314       31.20       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
314       31.20       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
314       31.20       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
314       31.20       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
314       31.20       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
314       31.20       flow1.5             HBEFA3/HDV          54211.94            66.42               0.00                438.41              
314       31.20       flow1.6             HBEFA3/PC_G_EU4     3218.11             161.42              0.81                1.46                
314       31.20       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
314       31.20       veh                 HBEFA3/PC_G_EU4     16621.24            269.63              1.64                7.20                
314       31.20       veh.1               HBEFA3/PC_G_EU4     14469.15            235.85              1.43                6.39                
314       31.20       veh.2               HBEFA3/PC_G_EU4     9218.97             139.39              0.86                3.97                
314       31.20       veh.3               HBEFA3/PC_G_EU4     6611.81             91.17               0.57                2.75                
314       31.20       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
314       31.20       veh1.1              HBEFA3/PC_G_EU4     3169.76             0.00                0.03                0.95                
314       31.20       veh1.2              HBEFA3/PC_G_EU4     3170.02             0.00                0.03                0.95                
314       31.20       veh1.3              HBEFA3/PC_G_EU4     3170.72             0.00                0.03                0.95                

315       31.30       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
315       31.30       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
315       31.30       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
315       31.30       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
315       31.30       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
315       31.30       flow1.5             HBEFA3/HDV          55095.56            67.39               0.00                445.08              
315       31.30       flow1.6             HBEFA3/PC_G_EU4     3418.73             160.52              0.81                1.55                
315       31.30       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
315       31.30       veh                 HBEFA3/PC_G_EU4     16775.54            273.32              1.66                7.27                
315       31.30       veh.1               HBEFA3/PC_G_EU4     14737.74            239.96              1.45                6.51                
315       31.30       veh.2               HBEFA3/PC_G_EU4     9339.35             140.57              0.87                4.02                
315       31.30       veh.3               HBEFA3/PC_G_EU4     6708.43             92.19               0.58                2.80                
315       31.30       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
315       31.30       veh1.1              HBEFA3/PC_G_EU4     3169.75             0.00                0.03                0.95                
315       31.30       veh1.2              HBEFA3/PC_G_EU4     3170.00             0.00                0.03                0.95                
315       31.30       veh1.3              HBEFA3/PC_G_EU4     3170.82             0.00                0.03                0.95                

316       31.40       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
316       31.40       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
316       31.40       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
316       31.40       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
316       31.40       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
316       31.40       flow1.5             HBEFA3/HDV          55979.17            68.36               0.00                451.75              
316       31.40       flow1.6             HBEFA3/PC_G_EU4     3620.76             159.71              0.81                1.63                
316       31.40       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
316       31.40       veh                 HBEFA3/PC_G_EU4     16930.48            277.05              1.68                7.34                
316       31.40       veh.1               HBEFA3/PC_G_EU4     15007.74            244.17              1.48                6.63                
316       31.40       veh.2               HBEFA3/PC_G_EU4     9460.36             141.80              0.87                4.07                
316       31.40       veh.3               HBEFA3/PC_G_EU4     6888.21             94.91               0.60                2.88                
316       31.40       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
316       31.40       veh1.1              HBEFA3/PC_G_EU4     3169.74             0.00                0.03                0.95                
316       31.40       veh1.2              HBEFA3/PC_G_EU4     3169.96             0.00                0.03                0.95                
316       31.40       veh1.3              HBEFA3/PC_G_EU4     3170.83             0.00                0.03                0.95                

317       31.50       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
317       31.50       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
317       31.50       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
317       31.50       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
317       31.50       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
317       31.50       flow1.5             HBEFA3/HDV          56862.78            69.32               0.00                458.42              
317       31.50       flow1.6             HBEFA3/PC_G_EU4     3824.21             159.01              0.81                1.72                
317       31.50       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
317       31.50       veh                 HBEFA3/PC_G_EU4     17086.04            280.83              1.70                7.41                
317       31.50       veh.1               HBEFA3/PC_G_EU4     15279.15            248.49              1.51                6.75                
317       31.50       veh.2               HBEFA3/PC_G_EU4     9582.00             143.07              0.88                4.12                
317       31.50       veh.3               HBEFA3/PC_G_EU4     7145.51             99.20               0.62                3.00                
317       31.50       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
317       31.50       veh1.1              HBEFA3/PC_G_EU4     3169.74             0.00                0.03                0.95                
317       31.50       veh1.2              HBEFA3/PC_G_EU4     3169.91             0.00                0.03                0.95                
317       31.50       veh1.3              HBEFA3/PC_G_EU4     3170.76             0.00                0.03                0.95                

318       31.60       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
318       31.60       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
318       31.60       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
318       31.60       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
318       31.60       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
318       31.60       flow1.5             HBEFA3/HDV          57746.39            70.29               0.00                465.09              
318       31.60       flow1.6             HBEFA3/PC_G_EU4     4029.07             158.41              0.82                1.81                
318       31.60       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
318       31.60       veh                 HBEFA3/PC_G_EU4     17242.23            284.65              1.72                7.47                
318       31.60       veh.1               HBEFA3/PC_G_EU4     15551.98            252.91              1.53                6.87                
318       31.60       veh.2               HBEFA3/PC_G_EU4     9704.26             144.39              0.89                4.17                
318       31.60       veh.3               HBEFA3/PC_G_EU4     7468.88             104.82              0.66                3.14                
318       31.60       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
318       31.60       veh1.1              HBEFA3/PC_G_EU4     3169.73             0.00                0.03                0.95                
318       31.60       veh1.2              HBEFA3/PC_G_EU4     3169.85             0.00                0.03                0.95                
318       31.60       veh1.3              HBEFA3/PC_G_EU4     3170.62             0.00                0.03                0.95                

319       31.70       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
319       31.70       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
319       31.70       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
319       31.70       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
319       31.70       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
319       31.70       flow1.5             HBEFA3/HDV          58630.00            71.26               0.00                471.76              
319       31.70       flow1.6             HBEFA3/PC_G_EU4     4235.34             157.92              0.82                1.90                
319       31.70       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
319       31.70       veh                 HBEFA3/PC_G_EU4     17399.04            288.52              1.75                7.54                
319       31.70       veh.1               HBEFA3/PC_G_EU4     15826.22            257.43              1.56                7.00                
319       31.70       veh.2               HBEFA3/PC_G_EU4     9827.15             145.76              0.90                4.23                
319       31.70       veh.3               HBEFA3/PC_G_EU4     7842.63             111.44              0.70                3.32                
319       31.70       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
319       31.70       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
319       31.70       veh1.2              HBEFA3/PC_G_EU4     3169.79             0.00                0.03                0.95                
319       31.70       veh1.3              HBEFA3/PC_G_EU4     3170.42             0.00                0.03                0.95                

320       31.80       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
320       31.80       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
320       31.80       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
320       31.80       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
320       31.80       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
320       31.80       flow1.5             HBEFA3/HDV          59513.61            72.22               0.00                478.44              
320       31.80       flow1.6             HBEFA3/PC_G_EU4     4443.02             157.53              0.82                1.99                
320       31.80       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
320       31.80       veh                 HBEFA3/PC_G_EU4     17489.75            291.07              1.76                7.58                
320       31.80       veh.1               HBEFA3/PC_G_EU4     16101.88            262.06              1.59                7.12                
320       31.80       veh.2               HBEFA3/PC_G_EU4     9950.67             147.18              0.91                4.28                
320       31.80       veh.3               HBEFA3/PC_G_EU4     8248.61             118.68              0.74                3.50                
320       31.80       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
320       31.80       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
320       31.80       veh1.2              HBEFA3/PC_G_EU4     3169.73             0.00                0.03                0.95                
320       31.80       veh1.3              HBEFA3/PC_G_EU4     3170.20             0.00                0.03                0.95                

321       31.90       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
321       31.90       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
321       31.90       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
321       31.90       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
321       31.90       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
321       31.90       flow1.5             HBEFA3/HDV          60397.22            73.19               0.00                485.11              
321       31.90       flow1.6             HBEFA3/PC_G_EU4     4652.12             157.25              0.83                2.08                
321       31.90       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
321       31.90       veh                 HBEFA3/PC_G_EU4     17462.25            291.20              1.76                7.57                
321       31.90       veh.1               HBEFA3/PC_G_EU4     16378.94            266.80              1.62                7.24                
321       31.90       veh.2               HBEFA3/PC_G_EU4     10074.82            148.64              0.92                4.33                
321       31.90       veh.3               HBEFA3/PC_G_EU4     8667.70             126.16              0.78                3.70                
321       31.90       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
321       31.90       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
321       31.90       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
321       31.90       veh1.3              HBEFA3/PC_G_EU4     3169.97             0.00                0.03                0.95                

322       32.00       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
322       32.00       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
322       32.00       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
322       32.00       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
322       32.00       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
322       32.00       flow1.5             HBEFA3/HDV          61280.83            74.16               0.00                491.78              
322       32.00       flow1.6             HBEFA3/PC_G_EU4     4862.63             157.07              0.83                2.17                
322       32.00       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
322       32.00       veh                 HBEFA3/PC_G_EU4     17343.89            289.47              1.75                7.51                
322       32.00       veh.1               HBEFA3/PC_G_EU4     16657.42            271.64              1.65                7.37                
322       32.00       veh.2               HBEFA3/PC_G_EU4     10199.60            150.14              0.93                4.39                
322       32.00       veh.3               HBEFA3/PC_G_EU4     9081.36             133.50              0.83                3.89                
322       32.00       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
322       32.00       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
322       32.00       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
322       32.00       veh1.3              HBEFA3/PC_G_EU4     3169.75             0.00                0.03                0.95                

323       32.10       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
323       32.10       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
323       32.10       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
323       32.10       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
323       32.10       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
323       32.10       flow1.5             HBEFA3/HDV          62164.44            75.12               0.00                498.45              
323       32.10       flow1.6             HBEFA3/PC_G_EU4     5074.56             157.00              0.84                2.26                
323       32.10       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
323       32.10       veh                 HBEFA3/PC_G_EU4     17156.37            286.34              1.73                7.41                
323       32.10       veh.1               HBEFA3/PC_G_EU4     16937.32            276.58              1.68                7.49                
323       32.10       veh.2               HBEFA3/PC_G_EU4     10325.00            151.70              0.94                4.44                
323       32.10       veh.3               HBEFA3/PC_G_EU4     9472.81             140.37              0.87                4.07                
323       32.10       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
323       32.10       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
323       32.10       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
323       32.10       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                

324       32.20       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
324       32.20       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
324       32.20       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
324       32.20       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
324       32.20       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
324       32.20       flow1.5             HBEFA3/HDV          63048.06            76.09               0.00                505.12              
324       32.20       flow1.6             HBEFA3/PC_G_EU4     5287.90             157.03              0.84                2.35                
324       32.20       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
324       32.20       veh                 HBEFA3/PC_G_EU4     16916.96            282.14              1.71                7.30                
324       32.20       veh.1               HBEFA3/PC_G_EU4     17218.62            281.62              1.71                7.62                
324       32.20       veh.2               HBEFA3/PC_G_EU4     10451.03            153.30              0.95                4.50                
324       32.20       veh.3               HBEFA3/PC_G_EU4     9750.33             144.90              0.90                4.19                
324       32.20       veh1                HBEFA3/PC_G_EU4     3169.72             0.00                0.03                0.95                
324       32.20       veh1.1              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
324       32.20       veh1.2              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
324       32.20       veh1.3              HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                

325       32.30       flow1.0             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
325       32.30       flow1.1             HBEFA3/HDV          17119.44            24.47               0.00                137.69              
325       32.30       flow1.2             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
325       32.30       flow1.3             HBEFA3/PC_G_EU4     0.00                0.00                0.00                0.00                
325       32.30       flow1.4             HBEFA3/PC_G_EU4     5797.22             75.86               0.50                1.96                
325       32.30       flow1.5             HBEFA3/HDV          63931.67            77.06               0.00                511.79              
325       32.30       flow1.6             HBEFA3/PC_G_EU4     5502.65             157.16              0.85                2.45                
325       32.30       stopped             HBEFA3/PC_G_EU4     2624.72             164.78              0.81                1.20                
325       32.30       veh                 HBEFA3/PC_G_EU4     16639.37            277.16              1.68                7.16                
325       32.30       veh.1               HBEFA3/PC_G_EU4     17501.34            286.78              1.74                7.74                
325       32.30       veh.2               HBEFA3/PC_G_EU4     10577.69            154.94              0.96                4.55                
