configName      Platooning
iniFile         omnetpp.ini
processID       3846
runID           Platooning-0-20191231-13:23:45-3846
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-12-31 13:23:45.862
endDateTime     2019-12-31 13:24:00.862
duration        0 hour, 0 minute, 14 second


index     timeStamp   vehid               lane                lanepos             speed               accel               timegapsetting      timegap             drivingdistance     
81        8.00        veh.2               1to2_1              91.58               4.42                2.00                0.55                0.98                5.78                
81        8.00        veh.3               1to2_1              82.79               3.38                1.80                0.55                1.12                4.09                
81        8.00        veh1                1to2_0              113.95              9.00                3.00                0.55                -1.00               13.95               
81        8.00        veh1.1              1to2_0              100.93              5.53                2.00                0.55                1.45                8.03                
81        8.00        veh1.2              1to2_0              91.58               4.42                2.00                0.55                0.98                5.78                

82        8.10        flow1.0             1to2_2              76.68               21.30               3.00                1.64                28.37               76.68               
82        8.10        flow1.1             1to2_2              4.62                4.20                2.00                2.00                15.97               4.62                
82        8.10        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
82        8.10        veh                 1to2_1              114.88              9.30                3.00                0.55                -1.00               14.88               
82        8.10        veh.1               1to2_1              101.50              5.73                2.00                0.55                1.46                8.60                
82        8.10        veh.2               1to2_1              92.04               4.62                2.00                0.55                0.97                6.24                
82        8.10        veh.3               1to2_1              83.15               3.57                1.86                0.55                1.09                4.45                
82        8.10        veh1                1to2_0              114.88              9.30                3.00                0.55                -1.00               14.88               
82        8.10        veh1.1              1to2_0              101.50              5.73                2.00                0.55                1.46                8.60                
82        8.10        veh1.2              1to2_0              92.04               4.62                2.00                0.55                0.97                6.24                

83        8.20        flow1.0             1to2_2              78.84               21.60               3.00                1.64                27.88               78.84               
83        8.20        flow1.1             1to2_2              5.06                4.40                2.00                2.00                15.63               5.06                
83        8.20        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
83        8.20        veh                 1to2_1              115.84              9.60                3.00                0.55                -1.00               15.84               
83        8.20        veh.1               1to2_1              102.09              5.93                2.00                0.55                1.48                9.19                
83        8.20        veh.2               1to2_1              92.52               4.82                2.00                0.55                0.95                6.72                
83        8.20        veh.3               1to2_1              83.52               3.76                1.91                0.55                1.06                4.82                
83        8.20        veh1                1to2_0              115.84              9.60                3.00                0.55                -1.00               15.84               
83        8.20        veh1.1              1to2_0              102.09              5.93                2.00                0.55                1.48                9.19                
83        8.20        veh1.2              1to2_0              92.52               4.82                2.00                0.55                0.95                6.72                

84        8.30        flow1.0             1to2_2              81.03               21.90               3.00                1.64                27.40               81.03               
84        8.30        flow1.1             1to2_2              5.52                4.60                2.00                2.00                15.33               5.52                
84        8.30        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
84        8.30        veh                 1to2_1              116.83              9.90                3.00                0.55                -1.00               16.83               
84        8.30        veh.1               1to2_1              102.71              6.13                2.00                0.55                1.49                9.81                
84        8.30        veh.2               1to2_1              93.02               5.02                2.00                0.55                0.93                7.22                
84        8.30        veh.3               1to2_1              83.92               3.96                1.95                0.55                1.04                5.22                
84        8.30        veh1                1to2_0              116.83              9.90                3.00                0.55                -1.00               16.83               
84        8.30        veh1.1              1to2_0              102.71              6.13                2.00                0.55                1.49                9.81                
84        8.30        veh1.2              1to2_0              93.02               5.02                2.00                0.55                0.93                7.22                

85        8.40        flow1.0             1to2_2              83.25               22.20               3.00                1.64                26.93               83.25               
85        8.40        flow1.1             1to2_2              6.00                4.80                2.00                2.00                15.05               6.00                
85        8.40        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
85        8.40        veh                 1to2_1              117.85              10.20               3.00                0.55                -1.00               17.85               
85        8.40        veh.1               1to2_1              103.34              6.33                2.00                0.55                1.50                10.44               
85        8.40        veh.2               1to2_1              93.55               5.22                2.00                0.55                0.92                7.75                
85        8.40        veh.3               1to2_1              84.34               4.15                1.98                0.55                1.01                5.64                
85        8.40        veh1                1to2_0              117.85              10.20               3.00                0.55                -1.00               17.85               
85        8.40        veh1.1              1to2_0              103.34              6.33                2.00                0.55                1.50                10.44               
85        8.40        veh1.2              1to2_0              93.55               5.22                2.00                0.55                0.92                7.75                

86        8.50        flow1.0             1to2_2              85.50               22.50               3.00                1.64                26.47               85.50               
86        8.50        flow1.1             1to2_2              6.50                5.00                2.00                2.00                14.80               6.50                
86        8.50        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
86        8.50        veh                 1to2_1              118.90              10.50               3.00                0.55                -1.00               18.90               
86        8.50        veh.1               1to2_1              103.99              6.53                2.00                0.55                1.52                11.09               
86        8.50        veh.2               1to2_1              94.09               5.42                2.00                0.55                0.91                8.29                
86        8.50        veh.3               1to2_1              84.77               4.35                2.00                0.55                0.99                6.07                
86        8.50        veh1                1to2_0              118.90              10.50               3.00                0.55                -1.00               18.90               
86        8.50        veh1.1              1to2_0              103.99              6.53                2.00                0.55                1.52                11.09               
86        8.50        veh1.2              1to2_0              94.09               5.42                2.00                0.55                0.91                8.29                

87        8.60        flow1.0             1to2_2              87.78               22.80               3.00                1.64                26.02               87.78               
87        8.60        flow1.1             1to2_2              7.02                5.20                2.00                2.00                14.57               7.02                
87        8.60        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
87        8.60        veh                 1to2_1              119.98              10.80               3.00                0.55                -1.00               19.98               
87        8.60        veh.1               1to2_1              104.67              6.73                2.00                0.55                1.53                11.77               
87        8.60        veh.2               1to2_1              94.65               5.62                2.00                0.55                0.89                8.85                
87        8.60        veh.3               1to2_1              85.23               4.55                2.00                0.55                0.97                6.53                
87        8.60        veh1                1to2_0              119.98              10.80               3.00                0.55                -1.00               19.98               
87        8.60        veh1.1              1to2_0              104.67              6.73                2.00                0.55                1.53                11.77               
87        8.60        veh1.2              1to2_0              94.65               5.62                2.00                0.55                0.89                8.85                

88        8.70        flow1.0             1to2_2              90.09               23.10               3.00                1.64                25.58               90.09               
88        8.70        flow1.1             1to2_2              7.56                5.40                2.00                2.00                14.36               7.56                
88        8.70        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
88        8.70        veh                 1to2_1              121.09              11.10               3.00                0.55                -1.00               21.09               
88        8.70        veh.1               1to2_1              105.36              6.93                2.00                0.55                1.55                12.46               
88        8.70        veh.2               1to2_1              95.23               5.82                2.00                0.55                0.88                9.43                
88        8.70        veh.3               1to2_1              85.70               4.75                2.00                0.55                0.95                7.00                
88        8.70        veh1                1to2_0              121.09              11.10               3.00                0.55                -1.00               21.09               
88        8.70        veh1.1              1to2_0              105.36              6.93                2.00                0.55                1.55                12.46               
88        8.70        veh1.2              1to2_0              95.23               5.82                2.00                0.55                0.88                9.43                

89        8.80        flow1.0             1to2_2              92.43               23.40               3.00                1.64                25.15               92.43               
89        8.80        flow1.1             1to2_2              8.12                5.60                2.00                2.00                14.16               8.12                
89        8.80        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
89        8.80        veh                 1to2_1              122.23              11.40               3.00                0.55                -1.00               22.23               
89        8.80        veh.1               1to2_1              106.07              7.13                2.00                0.55                1.57                13.17               
89        8.80        veh.2               1to2_1              95.83               6.02                2.00                0.55                0.87                10.03               
89        8.80        veh.3               1to2_1              86.20               4.95                2.00                0.55                0.94                7.50                
89        8.80        veh1                1to2_0              122.23              11.40               3.00                0.55                -1.00               22.23               
89        8.80        veh1.1              1to2_0              106.07              7.13                2.00                0.55                1.57                13.17               
89        8.80        veh1.2              1to2_0              95.83               6.02                2.00                0.55                0.87                10.03               

90        8.90        flow1.0             1to2_2              94.80               23.70               3.00                1.64                24.73               94.80               
90        8.90        flow1.1             1to2_2              8.70                5.80                2.00                2.00                13.98               8.70                
90        8.90        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
90        8.90        veh                 1to2_1              123.40              11.70               3.00                0.55                -1.00               23.40               
90        8.90        veh.1               1to2_1              106.80              7.33                2.00                0.55                1.58                13.90               
90        8.90        veh.2               1to2_1              96.45               6.22                2.00                0.55                0.86                10.65               
90        8.90        veh.3               1to2_1              86.71               5.15                2.00                0.55                0.92                8.01                
90        8.90        veh1                1to2_0              123.40              11.70               3.00                0.55                -1.00               23.40               
90        8.90        veh1.1              1to2_0              106.80              7.33                2.00                0.55                1.58                13.90               
90        8.90        veh1.2              1to2_0              96.45               6.22                2.00                0.55                0.86                10.65               

91        9.00        flow1.0             1to2_2              97.20               24.00               3.00                1.64                24.32               97.20               
91        9.00        flow1.1             1to2_2              9.30                6.00                2.00                2.00                13.82               9.30                
91        9.00        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
91        9.00        veh                 1to2_1              124.60              12.00               3.00                0.55                -1.00               24.60               
91        9.00        veh.1               1to2_1              107.56              7.53                2.00                0.55                1.60                14.66               
91        9.00        veh.2               1to2_1              97.10               6.42                2.00                0.55                0.85                11.30               
91        9.00        veh.3               1to2_1              87.25               5.35                2.00                0.55                0.91                8.55                
91        9.00        veh1                1to2_0              124.60              12.00               3.00                0.55                -1.00               24.60               
91        9.00        veh1.1              1to2_0              107.56              7.53                2.00                0.55                1.60                14.66               
91        9.00        veh1.2              1to2_0              97.10               6.42                2.00                0.55                0.85                11.30               

92        9.10        flow1.0             1to2_2              99.63               24.30               3.00                1.64                23.92               99.63               
92        9.10        flow1.1             1to2_2              9.92                6.20                2.00                2.00                13.66               9.92                
92        9.10        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
92        9.10        veh                 1to2_1              125.83              12.30               3.00                0.55                -1.00               25.83               
92        9.10        veh.1               1to2_1              108.33              7.73                2.00                0.55                1.62                15.43               
92        9.10        veh.2               1to2_1              97.76               6.62                2.00                0.55                0.84                11.96               
92        9.10        veh.3               1to2_1              87.80               5.55                1.99                0.55                0.89                9.10                
92        9.10        veh1                1to2_0              125.83              12.30               3.00                0.55                -1.00               25.83               
92        9.10        veh1.1              1to2_0              108.33              7.73                2.00                0.55                1.62                15.43               
92        9.10        veh1.2              1to2_0              97.76               6.62                2.00                0.55                0.84                11.96               

93        9.20        flow1.0             1to2_2              102.09              24.60               3.00                1.64                23.53               102.09              
93        9.20        flow1.1             1to2_2              10.56               6.40                2.00                2.00                13.52               10.56               
93        9.20        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
93        9.20        veh                 1to2_1              127.09              12.60               3.00                0.55                -1.00               27.09               
93        9.20        veh.1               1to2_1              109.12              7.93                2.00                0.55                1.64                16.22               
93        9.20        veh.2               1to2_1              98.44               6.82                2.00                0.55                0.83                12.64               
93        9.20        veh.3               1to2_1              88.38               5.75                1.99                0.55                0.88                9.68                
93        9.20        veh1                1to2_0              127.09              12.60               3.00                0.55                -1.00               27.09               
93        9.20        veh1.1              1to2_0              109.12              7.93                2.00                0.55                1.64                16.22               
93        9.20        veh1.2              1to2_0              98.44               6.82                2.00                0.55                0.83                12.64               

94        9.30        flow1.0             1to2_2              104.58              24.90               3.00                1.64                23.15               104.58              
94        9.30        flow1.1             1to2_2              11.22               6.60                2.00                2.00                13.39               11.22               
94        9.30        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
94        9.30        veh                 1to2_1              128.38              12.90               3.00                0.55                -1.00               28.38               
94        9.30        veh.1               1to2_1              109.93              8.13                2.00                0.55                1.65                17.03               
94        9.30        veh.2               1to2_1              99.14               7.02                2.00                0.55                0.83                13.34               
94        9.30        veh.3               1to2_1              88.97               5.95                1.98                0.55                0.87                10.27               
94        9.30        veh1                1to2_0              128.38              12.90               3.00                0.55                -1.00               28.38               
94        9.30        veh1.1              1to2_0              109.93              8.13                2.00                0.55                1.65                17.03               
94        9.30        veh1.2              1to2_0              99.14               7.02                2.00                0.55                0.83                13.34               

95        9.40        flow1.0             1to2_2              107.10              25.20               3.00                1.64                22.77               107.10              
95        9.40        flow1.1             1to2_2              11.90               6.80                2.00                2.00                13.26               11.90               
95        9.40        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
95        9.40        veh                 1to2_1              129.70              13.20               3.00                0.55                -1.00               29.70               
95        9.40        veh.1               1to2_1              110.77              8.33                2.00                0.55                1.67                17.87               
95        9.40        veh.2               1to2_1              99.86               7.22                2.00                0.55                0.82                14.06               
95        9.40        veh.3               1to2_1              89.59               6.15                1.97                0.55                0.86                10.89               
95        9.40        veh1                1to2_0              129.70              13.20               3.00                0.55                -1.00               29.70               
95        9.40        veh1.1              1to2_0              110.77              8.33                2.00                0.55                1.67                17.87               
95        9.40        veh1.2              1to2_0              99.86               7.22                2.00                0.55                0.82                14.06               

96        9.50        flow1.0             1to2_2              109.65              25.50               3.00                1.64                22.41               109.65              
96        9.50        flow1.1             1to2_2              12.60               7.00                2.00                2.00                13.15               12.60               
96        9.50        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
96        9.50        veh                 1to2_1              131.05              13.50               3.00                0.55                -1.00               31.05               
96        9.50        veh.1               1to2_1              111.62              8.53                2.00                0.55                1.69                18.72               
96        9.50        veh.2               1to2_1              100.61              7.42                2.00                0.55                0.81                14.81               
96        9.50        veh.3               1to2_1              90.22               6.34                1.96                0.55                0.85                11.52               
96        9.50        veh1                1to2_0              131.05              13.50               3.00                0.55                -1.00               31.05               
96        9.50        veh1.1              1to2_0              111.62              8.53                2.00                0.55                1.69                18.72               
96        9.50        veh1.2              1to2_0              100.61              7.42                2.00                0.55                0.81                14.81               

97        9.60        flow1.0             1to2_2              112.23              25.80               3.00                1.64                22.05               112.23              
97        9.60        flow1.1             1to2_2              13.32               7.20                2.00                2.00                13.04               13.32               
97        9.60        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
97        9.60        veh                 1to2_1              132.43              13.80               3.00                0.55                -1.00               32.43               
97        9.60        veh.1               1to2_1              112.49              8.73                2.00                0.55                1.71                19.59               
97        9.60        veh.2               1to2_1              101.37              7.62                2.00                0.55                0.80                15.57               
97        9.60        veh.3               1to2_1              90.88               6.54                1.96                0.55                0.84                12.18               
97        9.60        veh1                1to2_0              132.43              13.80               3.00                0.55                -1.00               32.43               
97        9.60        veh1.1              1to2_0              112.49              8.73                2.00                0.55                1.71                19.59               
97        9.60        veh1.2              1to2_0              101.37              7.62                2.00                0.55                0.80                15.57               

98        9.70        flow1.0             1to2_2              114.84              26.10               3.00                1.64                21.69               114.84              
98        9.70        flow1.1             1to2_2              14.06               7.40                2.00                2.00                12.94               14.06               
98        9.70        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
98        9.70        veh                 1to2_1              133.84              14.10               3.00                0.55                -1.00               33.84               
98        9.70        veh.1               1to2_1              113.39              8.93                2.00                0.55                1.73                20.49               
98        9.70        veh.2               1to2_1              102.15              7.82                2.00                0.55                0.80                16.35               
98        9.70        veh.3               1to2_1              91.55               6.74                1.96                0.55                0.83                12.85               
98        9.70        veh1                1to2_0              133.84              14.10               3.00                0.55                -1.00               33.84               
98        9.70        veh1.1              1to2_0              113.39              8.93                2.00                0.55                1.73                20.49               
98        9.70        veh1.2              1to2_0              102.15              7.82                2.00                0.55                0.80                16.35               

99        9.80        flow1.0             1to2_2              117.48              26.40               3.00                1.64                21.35               117.48              
99        9.80        flow1.1             1to2_2              14.82               7.60                2.00                2.00                12.85               14.82               
99        9.80        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
99        9.80        veh                 1to2_1              135.28              14.40               3.00                0.55                -1.00               35.28               
99        9.80        veh.1               1to2_1              114.30              9.13                2.00                0.55                1.75                21.40               
99        9.80        veh.2               1to2_1              102.95              8.02                2.00                0.55                0.79                17.15               
99        9.80        veh.3               1to2_1              92.24               6.93                1.96                0.55                0.82                13.54               
99        9.80        veh1                1to2_0              135.28              14.40               3.00                0.55                -1.00               35.28               
99        9.80        veh1.1              1to2_0              114.30              9.13                2.00                0.55                1.75                21.40               
99        9.80        veh1.2              1to2_0              102.95              8.02                2.00                0.55                0.79                17.15               

100       9.90        flow1.0             1to2_2              120.15              26.70               3.00                1.64                21.01               120.15              
100       9.90        flow1.1             1to2_2              15.60               7.80                2.00                2.00                12.76               15.60               
100       9.90        stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
100       9.90        veh                 1to2_1              136.75              14.70               3.00                0.55                -1.00               36.75               
100       9.90        veh.1               1to2_1              115.23              9.33                2.00                0.55                1.77                22.33               
100       9.90        veh.2               1to2_1              103.77              8.22                2.00                0.55                0.79                17.97               
100       9.90        veh.3               1to2_1              92.96               7.13                1.96                0.55                0.82                14.26               
100       9.90        veh1                1to2_0              136.75              14.70               3.00                0.55                -1.00               36.75               
100       9.90        veh1.1              1to2_0              115.23              9.33                2.00                0.55                1.77                22.33               
100       9.90        veh1.2              1to2_0              103.77              8.22                2.00                0.55                0.79                17.97               

101       10.00       flow1.0             1to2_2              122.85              27.00               3.00                1.64                20.67               122.85              
101       10.00       flow1.1             1to2_2              16.40               8.00                2.00                2.00                12.68               16.40               
101       10.00       stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
101       10.00       veh                 1to2_1              138.25              15.00               3.00                0.55                -1.00               38.25               
101       10.00       veh.1               1to2_1              116.18              9.53                2.00                0.55                1.79                23.28               
101       10.00       veh.2               1to2_1              104.61              8.42                2.00                0.55                0.78                18.81               
101       10.00       veh.3               1to2_1              93.69               7.32                1.96                0.55                0.81                14.99               
101       10.00       veh1                1to2_0              138.25              15.00               3.00                0.55                -1.00               38.25               
101       10.00       veh1.1              1to2_0              116.18              9.53                2.00                0.55                1.79                23.28               
101       10.00       veh1.2              1to2_0              104.61              8.42                2.00                0.55                0.78                18.81               

102       10.10       flow1.0             1to2_2              125.58              27.30               3.00                1.64                20.35               125.58              
102       10.10       flow1.1             1to2_2              17.22               8.20                2.00                2.00                12.60               17.22               
102       10.10       stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
102       10.10       veh                 1to2_1              139.78              15.30               3.00                0.55                -1.00               39.78               
102       10.10       veh.1               1to2_1              117.16              9.73                2.00                0.55                1.81                24.26               
102       10.10       veh.2               1to2_1              105.48              8.62                2.00                0.55                0.78                19.68               
102       10.10       veh.3               1to2_1              94.44               7.52                1.97                0.55                0.80                15.74               
102       10.10       veh1                1to2_0              139.78              15.30               3.00                0.55                -1.00               39.78               
102       10.10       veh1.1              1to2_0              117.16              9.73                2.00                0.55                1.81                24.26               
102       10.10       veh1.2              1to2_0              105.48              8.62                2.00                0.55                0.78                19.68               

103       10.20       flow1.0             1to2_2              128.34              27.60               3.00                1.64                20.02               128.34              
103       10.20       flow1.1             1to2_2              18.06               8.40                2.00                2.00                12.53               18.06               
103       10.20       stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
103       10.20       veh                 1to2_1              141.34              15.60               3.00                0.55                -1.00               41.34               
103       10.20       veh.1               1to2_1              118.15              9.93                2.00                0.55                1.83                25.25               
103       10.20       veh.2               1to2_1              106.36              8.82                2.00                0.55                0.77                20.56               
103       10.20       veh.3               1to2_1              95.21               7.72                1.97                0.55                0.80                16.51               
103       10.20       veh1                1to2_0              141.34              15.60               3.00                0.55                -1.00               41.34               
103       10.20       veh1.1              1to2_0              118.15              9.93                2.00                0.55                1.83                25.25               
103       10.20       veh1.2              1to2_0              106.36              8.82                2.00                0.55                0.77                20.56               

104       10.30       flow1.0             1to2_2              131.13              27.90               3.00                1.64                19.71               131.13              
104       10.30       flow1.1             1to2_2              18.92               8.60                2.00                2.00                12.47               18.92               
104       10.30       stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
104       10.30       veh                 1to2_1              142.93              15.90               3.00                0.55                -1.00               42.93               
104       10.30       veh.1               1to2_1              119.16              10.13               2.00                0.55                1.85                26.26               
104       10.30       veh.2               1to2_1              107.26              9.02                2.00                0.55                0.77                21.46               
104       10.30       veh.3               1to2_1              96.00               7.92                1.98                0.55                0.79                17.30               
104       10.30       veh1                1to2_0              142.93              15.90               3.00                0.55                -1.00               42.93               
104       10.30       veh1.1              1to2_0              119.16              10.13               2.00                0.55                1.85                26.26               
104       10.30       veh1.2              1to2_0              107.26              9.02                2.00                0.55                0.77                21.46               

105       10.40       flow1.0             1to2_2              133.95              28.20               3.00                1.64                19.40               133.95              
105       10.40       flow1.1             1to2_2              19.80               8.80                2.00                2.00                12.40               19.80               
105       10.40       stopped             1to2_2              686.00              0.00                0.00                1.64                -1.00               0.00                
105       10.40       veh                 1to2_1              144.55              16.20               3.00                0.55                -1.00               44.55               
105       10.40       veh.1               1to2_1              120.20              10.33               2.00                0.55                1.87                27.30               
105       10.40       veh.2               1to2_1              108.18              9.22                2.00                0.55                0.76                22.38               
105       10.40       veh.3               1to2_1              96.82               8.12                1.99                0.55                0.78                18.12               
105       10.40       veh1                1to2_0              144.55              16.20               3.00                0.55                -1.00               44.55               
105       10.40       veh1.1              1to2_0              120.20              10.33               2.00                0.55                1.87                27.30               
105       10.40       veh1.2              1to2_0              108.18              9.22                2.00                0.55                0.76                22.38               

106       10.50       flow1.0             1to2_2              136.80              28.50               3.00                1.64                19.09               136.80              
